ori,2019,2020,2021,2019_pop,2020_pop,2021_pop,2019pc,2020pc,2021pc,perc_21_19,perc_pc_21_19
TN0940000,475.0,329.0,508.0,60845,61974.0,64570,0.007806721998520832,0.005308677832639494,0.007867430695369366,1.0694736842105264,1.0077764645468401
TN0940100,398.0,489.0,462.0,83517,85722.0,87969,0.004765496844953722,0.005704486596206341,0.005251850083552161,1.1608040201005025,1.1020571945427784
TN0950000,356.0,315.0,321.0,69103,70398.0,71326,0.005151730026192784,0.004474558936333419,0.0045004626643860585,0.901685393258427,0.8735827851041287
TNMPD0000,27004.0,26426.0,26790.0,650410,650937.0,649444,0.041518426838455746,0.040596862676418766,0.04125066980370902,0.9920752481113909,0.993550886795674
TX0140700,1173.0,1211.0,1103.0,77558,79878.0,82333,0.01512416514092679,0.01516061994541676,0.013396815371722152,0.9403239556692242,0.8857887524296904
TX0201000,708.0,769.0,865.0,126206,126111.0,126983,0.005609875917151324,0.006097802729341612,0.006811935455927172,1.2217514124293785,1.2142756019078313
TX0210200,894.0,976.0,968.0,119246,120831.0,122051,0.007497106821193164,0.008077397356638611,0.007931110765171936,1.0827740492170022,1.057889523829634
TX0310100,2540.0,2523.0,2756.0,184418,183627.0,184287,0.013773059028945114,0.013739809505138133,0.014954934422938134,1.0850393700787402,1.0858106678777184
TX0310300,1190.0,1089.0,1239.0,65481,65014.0,65186,0.018173210549625084,0.016750238410188575,0.019007148774276686,1.0411764705882354,1.0458883267969845
TX0430400,823.0,857.0,940.0,199445,212626.0,222416,0.004126450901250972,0.004030551296642932,0.004226314653622041,1.1421628189550426,1.024200882249876
TX0430500,1193.0,1146.0,1235.0,200615,208335.0,217841,0.005946713854896194,0.005500755993952049,0.005669272542817927,1.0352053646269908,0.9533454410539971
TX0430600,1421.0,1279.0,1409.0,291611,290786.0,294496,0.004872930033503537,0.004398423582978548,0.0047844452895794845,0.9915552427867699,0.9818415730749916
TX0430800,135.0,207.0,267.0,52921,54460.0,55889,0.002550972203851023,0.003800954829232464,0.004777326486428457,1.9777777777777779,1.8727473702835582
TX0460100,1035.0,944.0,1098.0,88706,94751.0,100427,0.011667756408811129,0.009962955536089328,0.010933314746034433,1.0608695652173914,0.9370537370644739
TX0571200,1401.0,1358.0,1375.0,196971,196990.0,196334,0.0071127221773763655,0.006893750951824966,0.007003371805189116,0.9814418272662384,0.984626086966385
TX0571800,1800.0,2005.0,2109.0,143078,141325.0,137796,0.012580550468974964,0.014187157261630992,0.01530523382391361,1.1716666666666666,1.216579025032173
TX0572000,443.0,486.0,545.0,123893,124190.0,122872,0.0035756660989725002,0.003913358563491424,0.004435510124357054,1.2302483069977426,1.2404710064039923
TX0573300,456.0,534.0,631.0,67604,68810.0,69287,0.006745163008106029,0.007760499927336143,0.009107047498087665,1.3837719298245614,1.3501597347822774
TX0610200,1380.0,1605.0,2013.0,141492,144569.0,150975,0.009753201594436435,0.011101965151588514,0.013333333333333334,1.458695652173913,1.367072463768116
TX0610600,935.0,1072.0,1316.0,108000,110800.0,113998,0.008657407407407407,0.009675090252707581,0.011544062176529413,1.4074866310160428,1.3334317808183709
TX0611200,180.0,157.0,190.0,79052,80907.0,83367,0.0022769822395385317,0.0019404995859443558,0.0022790792519821993,1.0555555555555556,1.0009209612649823
TX0790000,4080.0,4213.0,4052.0,482965,507976.0,526388,0.008447817129605665,0.008293698914909366,0.007697743869541099,0.9931372549019608,0.9112109970472836
TX0790100,304.0,379.0,386.0,75747,76476.0,77682,0.004013360265093007,0.00495580312777865,0.004968976081975232,1.269736842105263,1.2381086555308483
TX0920500,1058.0,921.0,898.0,81783,81751.0,81846,0.012936673880879889,0.011265917236486404,0.010971825135009652,0.8487712665406427,0.8481179347981989
TX1011500,2003.0,2029.0,2009.0,153689,151421.0,149428,0.013032813018498396,0.01339972659010309,0.013444602082608347,1.0029955067398901,1.0315963302416347
TX1050100,827.0,868.0,1099.0,66279,67432.0,68961,0.012477556993919644,0.012872226835923596,0.015936543843621757,1.328899637243047,1.2772166740162108
TX1050700,364.0,389.0,458.0,49855,51306.0,54692,0.007301173402868318,0.007581959225041905,0.00837416806845608,1.2582417582417582,1.1469619479474669
TX1110000,384.0,398.0,316.0,49673,50579.0,51706,0.007730557848328066,0.007868878388263905,0.00611147642439949,0.8229166666666666,0.7905608552843642
TX1290000,551.0,529.0,504.0,74610,77723.0,79220,0.0073850690255997855,0.006806222096419335,0.006362029790456955,0.9147005444646098,0.8614719467622385
TX1520200,6446.0,6581.0,6657.0,259208,262146.0,265990,0.024868059627789266,0.025104331174231154,0.02502725666378435,1.0327334781259696,1.0064016669727294
TX1551200,2479.0,2347.0,2661.0,139870,140870.0,143089,0.017723600486165725,0.01666075104706467,0.01859681736541593,1.073416700282372,1.0492685941511601
TX1700100,826.0,791.0,939.0,90900,94451.0,99965,0.009086908690869087,0.00837471281405173,0.009393287650677738,1.1368038740920097,1.0337165223324531
TX1840000,475.0,309.0,540.0,90518,93307.0,95018,0.005247575067942288,0.0033116486437244795,0.005683133722031615,1.1368421052631579,1.0830018910544372
TX1880100,4564.0,4429.0,4656.0,201036,200296.0,200515,0.022702401559919615,0.022112273834724607,0.023220207964491434,1.0201577563540754,1.022808441794369
TX2120400,1304.0,1383.0,1534.0,106851,108139.0,109408,0.01220391011782763,0.012789095515956316,0.014020912547528517,1.1763803680981595,1.148886906914087
TX2200100,7398.0,7270.0,7561.0,402304,402700.0,402323,0.018389078905504296,0.01805314129625031,0.01879335757587809,1.0220329818869964,1.0219847156266637
TX2201200,9763.0,10949.0,11718.0,915237,929509.0,947862,0.010667182380082973,0.011779337263006598,0.012362559106705407,1.2002458260780497,1.1589338839643282
TX2202100,618.0,535.0,733.0,71816,71520.0,72881,0.008605324718725632,0.007480425055928412,0.010057490978444314,1.186084142394822,1.1687520584271147
TX2210100,2720.0,2630.0,2593.0,123665,124061.0,125088,0.021994905591719564,0.02119924875666003,0.02072940649782553,0.9533088235294118,0.9424639906447038
TX2260100,2045.0,2045.0,1976.0,101072,101860.0,102448,0.020233101155611843,0.02007657569212645,0.019287833827893175,0.9662591687041565,0.9532811445735055
TX2270100,17626.0,17751.0,17606.0,986062,1000276.0,1016721,0.01787514375363821,0.01774610207582707,0.01731645161258595,0.9988653126063769,0.968744746965263
TX2270900,244.0,299.0,339.0,66729,67559.0,68978,0.003656581096674609,0.00442576118651845,0.004914610455507553,1.389344262295082,1.3440452503506701
TX2350100,1091.0,1072.0,1187.0,67581,67407.0,67272,0.01614359065417795,0.015903392822703873,0.0176447853490308,1.087992667277727,1.0929901362720902
TX2400100,3292.0,3041.0,3134.0,264916,265515.0,266489,0.012426580500988993,0.011453213566088544,0.011760335323409222,0.9520048602673147,0.9463854776841668
TX2460000,973.0,932.0,885.0,134392,136412.0,133276,0.007240014286564677,0.006832243497639504,0.006640355352801705,0.9095580678314491,0.9171743438578898
TX2460200,421.0,413.0,457.0,78332,84210.0,90629,0.005374559566971353,0.004904405652535328,0.005042536053581083,1.0855106888361046,0.9382231214943312
TX2490000,165.0,230.0,211.0,52243,53948.0,53973,0.0031583178607660356,0.004263364721583747,0.003909362088451634,1.2787878787878788,1.2377988096180528
TXDPD0000,23715.0,25781.0,25724.0,1363295,1363028.0,1349185,0.017395354637110824,0.018914505057856478,0.019066325225969752,1.0847143158338604,1.0960584376528961
TXHPD0000,53969.0,60430.0,59512.0,2355606,2346155.0,2339252,0.02291087728592982,0.025757036512932863,0.025440610930331575,1.1027071096370138,1.1104162713994077
UT0030100,317.0,320.0,375.0,52029,51899.0,52015,0.006092755963020623,0.006165822077496676,0.007209458809958665,1.1829652996845426,1.1832836984963389
UT0060300,713.0,686.0,672.0,78585,79240.0,80230,0.009072978303747535,0.008657243816254417,0.008375919232207403,0.9424964936886395,0.923171967549816
UT0180000,2569.0,2517.0,2095.0,266241,263714.0,276502,0.009649152459613659,0.009544430709025687,0.0075767987211665735,0.8154924094978591,0.7852294543877422
UT0180300,4364.0,4927.0,5273.0,202426,202187.0,205929,0.021558495450189206,0.02436853012310386,0.02560591271749001,1.208295142071494,1.1877411750116023
UT0180600,973.0,1047.0,881.0,117644,117955.0,117862,0.008270715038591003,0.008876266372769276,0.007474843460996759,0.9054470709146968,0.9037723372307325
UT0181800,605.0,516.0,296.0,77645,80090.0,81919,0.007791873269366991,0.006442751904107879,0.003613325357975561,0.48925619834710743,0.4637299957355578
UT0182500,2241.0,1866.0,2018.0,137269,135887.0,134329,0.016325608841034758,0.013731997910028186,0.015022817113207125,0.9004908522980812,0.9201995012551668
UT0250000,202.0,182.0,192.0,62689,67426.0,80755,0.0032222558981639523,0.0026992554800818677,0.002377561760881679,0.9504950495049505,0.737856283306493
UT0250600,559.0,27.0,542.0,117189,117041.0,116642,0.004770072276408195,0.00023068839124751155,0.004646696730165807,0.9695885509838998,0.9741354975159227
UT0270100,669.0,492.0,712.0,89160,91673.0,94601,0.007503364737550471,0.005366901923139856,0.007526347501612034,1.0642750373692078,1.003062994385245
UT0290000,262.0,333.0,387.0,67702,69344.0,75470,0.003869900446072494,0.004802145823719428,0.005127865376970982,1.4770992366412214,1.3250638998156086
UT0290100,1386.0,1533.0,1586.0,87875,88309.0,87828,0.015772403982930297,0.01735949903180876,0.018058022498519833,1.1443001443001444,1.1449125014844377
VA0020300,776.0,755.0,728.0,109340,110426.0,111732,0.007097128223888787,0.0068371579157082574,0.0065155908781727705,0.9381443298969072,0.9180601889425396
VA0070100,956.0,1084.0,1301.0,239931,239931.0,243149,0.003984478871008748,0.004517965581771426,0.00535062862689133,1.360878661087866,1.3428678630529955
VA0080000,434.0,406.0,371.0,75251,75709.0,76742,0.00576736521773797,0.005362638523821474,0.004834380130827969,0.8548387096774194,0.838230274711833
VA0100000,496.0,409.0,366.0,72180,72784.0,73556,0.006871709614851759,0.0056193668938228185,0.004975800750448638,0.7379032258064516,0.7240993914664974
VA0160000,414.0,347.0,488.0,50161,50341.0,50755,0.00825342397480114,0.0068929898094992155,0.009614816274258694,1.178743961352657,1.1649487901765467
VA0210100,4135.0,3616.0,3867.0,350665,356705.0,362188,0.011791881140119488,0.010137228241824477,0.010676775597203663,0.9351874244256349,0.9054344654881311
VA0290100,6959.0,6716.0,6845.0,1111156,1112320.0,1114842,0.006262846980981968,0.00603783084004603,0.006139883499186431,0.9836183359678115,0.9803662005204768
VA0300000,393.0,404.0,409.0,60313,61099.0,61209,0.006516008157445327,0.006612219512594314,0.0066820238853763335,1.0407124681933841,1.0254781338389385
VA0330000,373.0,416.0,396.0,51130,51263.0,51391,0.007295130060629767,0.008115014727971442,0.007705629390360179,1.061662198391421,1.0562703236705522
VA0340000,734.0,678.0,781.0,85684,87021.0,88794,0.008566360113906914,0.007791222808287655,0.008795639345000788,1.064032697547684,1.026765070350201
VA0420000,806.0,809.0,762.0,99658,100642.0,101029,0.008087659796504044,0.008038393513642416,0.007542388819051955,0.9454094292803971,0.9325798820460046
VA0430100,2024.0,1795.0,1956.0,330210,333274.0,336138,0.0061294327851972984,0.005385958700648716,0.005819038609142673,0.9664031620553359,0.9493600489748034
VA0470100,684.0,647.0,738.0,77120,77513.0,78587,0.008869294605809128,0.008346986957026563,0.009390866173794648,1.0789473684210527,1.0588064317588353
VA0530000,1847.0,1677.0,1791.0,350915,359411.0,367598,0.005263382870495704,0.004665967374398669,0.0048721701423837995,0.9696805630752572,0.9256727588059617
VA0530100,493.0,450.0,490.0,55461,55070.0,55794,0.008889129298065308,0.008171418195024514,0.00878230634118364,0.9939148073022313,0.987982742369951
VA0710000,394.0,322.0,264.0,56422,56138.0,55636,0.00698309170181844,0.005735865189354804,0.004745129053131066,0.6700507614213198,0.6795169325780737
VA0750300,3516.0,3103.0,3529.0,465007,468281.0,472890,0.007561176498418303,0.0066263632306243474,0.0074626234430840155,1.003697383390216,0.9869659099539729
VA0800300,851.0,804.0,795.0,85634,86192.0,86464,0.009937641590956862,0.009328011880452942,0.009194578090303478,0.9341950646298472,0.9252273797709144
VA0820000,150.0,138.0,175.0,61177,62154.0,62436,0.0024519018585416087,0.0022202915339318468,0.002802870139022359,1.1666666666666667,1.1431412432998058
VA0880000,724.0,632.0,610.0,134938,137659.0,139928,0.005365427085031644,0.004591054707647157,0.004359384826482191,0.8425414364640884,0.8124954001600192
VA0890000,1595.0,1327.0,1361.0,151811,155557.0,159532,0.010506485037316136,0.008530635072674325,0.008531203771030263,0.8532915360501567,0.8119940913378529
VA0980000,480.0,295.0,563.0,67786,68574.0,69526,0.007081108193432272,0.004301922011257911,0.00809769007277853,1.1729166666666666,1.1435625401528446
VA0990000,1535.0,1646.0,1732.0,162258,161525.0,160457,0.009460242330116235,0.010190373007274416,0.010794169154352879,1.1283387622149836,1.1410034518872894
VA1030000,3535.0,3422.0,3541.0,243726,247118.0,249188,0.014503992187948763,0.013847635542534336,0.014210154582082603,1.0016973125884017,0.9797409153246576
VA1110000,1837.0,1819.0,2031.0,133173,134082.0,135107,0.01379408739008658,0.013566325084649692,0.015032529772698675,1.105606967882417,1.0897806681652698
VA1120000,452.0,400.0,386.0,54387,53442.0,53582,0.008310809568463052,0.007484749822237192,0.007203911761412414,0.8539823008849557,0.8668122764777367
VA1140000,1429.0,1574.0,1423.0,82512,82871.0,82088,0.017318693038588327,0.018993375245864055,0.01733505506285937,0.9958012596221134,1.0009447609143822
VA1160000,3507.0,3631.0,3265.0,177319,178896.0,178662,0.019777914380297655,0.02029670870226277,0.01827473105640819,0.9309951525520388,0.923996873735741
VA1170000,3958.0,3896.0,4266.0,242813,242516.0,242488,0.01630060993439396,0.016064919427996503,0.01759262314011415,1.0778170793329964,1.0792616479334354
VA1200000,2304.0,2216.0,1963.0,93991,94205.0,94943,0.02451298528582524,0.023523167560108273,0.02067556323267645,0.8519965277777778,0.8434534999142761
VA1220000,3733.0,3045.0,2769.0,230721,233350.0,234928,0.016179714893746127,0.013049067923719734,0.011786589933937205,0.7417626573801233,0.7284794578483594
VA1230000,3121.0,2921.0,2642.0,99752,99335.0,99175,0.03128759323121341,0.029405546886797203,0.02663977816990169,0.8465235501441846,0.8514486228785751
VA1270000,1435.0,1409.0,1589.0,91486,92881.0,94755,0.015685460070393283,0.015169948643963782,0.016769563611418924,1.1073170731707318,1.0691151892364263
VA1280000,4505.0,4004.0,4116.0,449038,450858.0,451938,0.010032558491708941,0.008880844966707921,0.009107443941425594,0.9136514983351831,0.9077887708257194
WA0030100,970.0,742.0,886.0,84072,85526.0,85595,0.011537729565134646,0.008675724341136028,0.010351071908405864,0.9134020618556701,0.8971498118386576
WA0030200,495.0,586.0,544.0,58514,59370.0,60615,0.00845951396247052,0.009870304867778339,0.0089746762352553,1.098989898989899,1.060897384302482
WA0060000,675.0,974.0,904.0,228045,231163.0,231393,0.0029599421166874957,0.004213477070292391,0.003906773325035762,1.3392592592592591,1.319881663567082
WA0060300,2847.0,3153.0,3891.0,185034,186440.0,188160,0.015386361425467752,0.016911606951298005,0.02067920918367347,1.3667017913593256,1.343996063256704
WA0110200,656.0,552.0,602.0,76412,76970.0,78680,0.008585038999110088,0.007171625308561778,0.0076512455516014235,0.9176829268292683,0.891230144952695
WA0150000,142.0,165.0,234.0,60209,60732.0,61188,0.0023584513943098206,0.002716854376605414,0.003824279270445185,1.647887323943662,1.6215213422129167
WA0170000,1451.0,1242.0,1311.0,242462,241987.0,231851,0.005984442923014741,0.005132507118150975,0.005654493618746523,0.9035148173673329,0.9448654939962229
WA0170100,863.0,993.0,1017.0,83468,82779.0,82158,0.010339291704605357,0.011995796035226325,0.012378587599503397,1.1784472769409038,1.1972374852321548
WA0170200,665.0,752.0,682.0,150200,150548.0,150208,0.004427430093209055,0.004995084624173021,0.004540370685982105,1.025563909774436,1.0255092887737025
WA0170700,1688.0,1564.0,1598.0,131003,133883.0,131899,0.012885201102264834,0.011681841607971139,0.012115330669679073,0.9466824644549763,0.9402515780331561
WA0170800,390.0,426.0,384.0,90708,94470.0,97027,0.004299510517264188,0.00450936805335027,0.003957661269543529,0.9846153846153847,0.9204911241993704
WA0171200,225.0,190.0,167.0,69501,74154.0,74583,0.0032373634911727887,0.002562235348059444,0.0022391161524744243,0.7422222222222222,0.6916480520583332
WA0171300,686.0,686.0,697.0,103452,102856.0,102458,0.006631094613927232,0.0066695185502061135,0.006802787483651838,1.0160349854227406,1.0258920856541545
WA0173600,896.0,779.0,887.0,98025,97071.0,97017,0.009140525376179546,0.008025053826580544,0.009142727563210572,0.9899553571428571,1.000240925651469
WA0174100,411.0,489.0,583.0,52388,51879.0,51584,0.00784530808582118,0.009425779217024229,0.011301954094292804,1.4184914841849148,1.4406004162817796
WA0174300,292.0,258.0,302.0,57216,57472.0,58725,0.005103467561521253,0.004489142538975501,0.0051426138782460626,1.0342465753424657,1.0076705330744067
WA0175000,91.0,59.0,86.0,66820,66878.0,66855,0.0013618677042801556,0.0008822034151738988,0.0012863660160047864,0.945054945054945,0.9445601888949432
WA0180000,1570.0,1356.0,1483.0,178622,179202.0,178144,0.008789510810538456,0.007566879833930425,0.008324726064307527,0.9445859872611465,0.9471205216934644
WA0230000,242.0,212.0,212.0,55469,56506.0,57443,0.004362797238096955,0.003751813966658408,0.0036906150444788745,0.8760330578512396,0.8459286194305731
WA0270000,2546.0,2253.0,2325.0,420878,429803.0,429625,0.006049258930141276,0.0052419364220352115,0.005411696246726797,0.9131971720345641,0.894604828330668
WA0270300,3551.0,3292.0,3992.0,218650,220123.0,222235,0.016240567116396067,0.014955275005337925,0.01796296712939006,1.1241903689101662,1.106055410543829
WA0272300,1180.0,981.0,1083.0,60916,61432.0,61325,0.01937093702803861,0.015968876155749448,0.017660008153281694,0.9177966101694915,0.9116754717502608
WA0290000,435.0,326.0,354.0,54073,54455.0,54563,0.008044680339540991,0.005986594435772656,0.006487913054634093,0.8137931034482758,0.8064848795476536
WA0310000,1850.0,1568.0,1331.0,363744,367029.0,366220,0.005085994545614498,0.0042721419833310174,0.0036344273933701056,0.7194594594594594,0.7145952204183869
WA0310300,1046.0,999.0,1050.0,112302,112439.0,113469,0.009314170718241883,0.008884817545513568,0.009253628744414774,1.0038240917782026,0.9935000145843863
WA0310500,513.0,470.0,530.0,71081,71522.0,72620,0.007217118498614257,0.006571404602779564,0.007298264940787662,1.0331384015594542,1.0112436067370911
WA0320000,921.0,958.0,951.0,163755,166963.0,167512,0.005624255747916094,0.005737798194809628,0.005677205215148765,1.0325732899022801,1.0094144842635027
WA0320400,5596.0,5169.0,5211.0,220432,223524.0,223344,0.02538651375480874,0.023125033553443926,0.023331721470019343,0.9312008577555396,0.9190596903286818
WA0321500,1205.0,1284.0,1036.0,100983,102366.0,104276,0.011932701543824208,0.012543227243420668,0.009935172043423222,0.8597510373443984,0.8326003970630765
WA0340000,689.0,678.0,658.0,148994,150486.0,149990,0.004624347289152583,0.004505402495913241,0.004386959130608707,0.9550072568940493,0.9486655859302087
WA0340100,732.0,711.0,688.0,53286,53571.0,54322,0.013737191757684945,0.013272106176849414,0.012665218511836825,0.9398907103825137,0.9219656197018266
WA0340400,407.0,357.0,417.0,51816,53826.0,55484,0.007854716689825536,0.006632482443428826,0.007515680196092567,1.0245700245700247,0.9568365725816522
WA0370000,421.0,398.0,337.0,94578,95364.0,93353,0.004451352322950369,0.004173482655928862,0.0036099536169164354,0.8004750593824228,0.8109790811893649
WA0370100,804.0,718.0,931.0,91906,93629.0,95279,0.008748068678867538,0.007668564226895513,0.009771303225264748,1.157960199004975,1.116966908235301
WA0390000,560.0,544.0,463.0,86304,85950.0,84839,0.006488691138301817,0.006329261198371146,0.005457395773170358,0.8267857142857142,0.8410626514423117
WA0390500,1697.0,1443.0,1413.0,94168,93862.0,94594,0.018020983773681082,0.01537363363235388,0.014937522464426919,0.8326458456098998,0.8288960609488238
WASPD0000,10245.0,10078.0,10768.0,763706,771517.0,787749,0.013414848122183144,0.01306257671574314,0.013669328682105594,1.0510492923377257,1.0189700664222678
WI0050000,165.0,165.0,232.0,98660,99529.0,102245,0.0016724102979931077,0.0016578082769845973,0.0022690596117169544,1.406060606060606,1.3567601290423923
WI0050200,1082.0,950.0,948.0,104992,104649.0,103826,0.010305547089302041,0.009077965389062486,0.009130660913451352,0.8761552680221811,0.8859947787662518
WI0130000,371.0,420.0,384.0,85360,85703.0,91436,0.004346298031865042,0.004900645251624797,0.00419965877772431,1.0350404312668464,0.9662611139260029
WI0130100,1642.0,1640.0,1612.0,261270,262736.0,266199,0.006284686339801737,0.006242007185920467,0.006055620043651554,0.9817295980511571,0.9635516740589778
WI0180100,765.0,788.0,640.0,69195,69086.0,69372,0.011055712117927595,0.01140607358943925,0.009225624171135328,0.8366013071895425,0.83446675100877
WI0320100,497.0,612.0,630.0,51591,51211.0,51143,0.0096334632009459,0.011950557497412665,0.01231840134524764,1.267605633802817,1.2787095448745895
WI0370000,102.0,112.0,123.0,54214,54449.0,55463,0.001881432840225772,0.002056970743264339,0.0022176946793357735,1.2058823529411764,1.178726464171663
WI0411600,748.0,729.0,641.0,59302,59778.0,60176,0.012613402583386732,0.012195121951219513,0.010652087210848179,0.856951871657754,0.8445054489006935
WI0450000,112.0,116.0,109.0,49376,49475.0,51594,0.002268308489954634,0.002344618494188984,0.0021126487576074737,0.9732142857142857,0.9313762951395234
WI0450100,764.0,743.0,785.0,74757,74255.0,74204,0.010219778749816071,0.010006060197966467,0.010578944531292114,1.0274869109947644,1.035144183672519
WI0520200,631.0,804.0,696.0,77269,76573.0,76018,0.008166276255678215,0.010499784519347551,0.009155726275355837,1.1030110935023771,1.121162937512631
WI0540200,501.0,412.0,472.0,64687,64682.0,64768,0.007744987400868799,0.0063696236974737945,0.007287549407114625,0.9421157684630739,0.940937541912223
WI0560000,89.0,113.0,89.0,55021,55533.0,56967,0.0016175642027589465,0.0020348261394126017,0.0015623080028788598,1.0,0.9658398722067163
WI0710300,453.0,466.0,653.0,66797,67080.0,66513,0.006781741694986302,0.006946929039952296,0.009817629636311699,1.4415011037527594,1.447656085688107
WIMPD0000,11805.0,13354.0,13096.0,590923,589105.0,593337,0.01997722207461886,0.022668284940715152,0.022071773713757948,1.1093604404913173,1.1048469918047428
WV0020000,310.0,371.0,352.0,100753,103352.0,106788,0.00307683145911288,0.003589674123384163,0.003296250515039143,1.135483870967742,1.071313316586254
WV0200000,1200.0,1266.0,1207.0,87814,87505.0,87321,0.013665246999339513,0.01446774470030284,0.013822562728324229,1.0058333333333334,1.01151210285422
WV0310000,129.0,10.0,155.0,66570,65877.0,67092,0.0019378098242451554,0.0001517980478771043,0.0023102605377690335,1.2015503875968991,1.1922018914673223
WV0410000,178.0,404.0,440.0,54670,54334.0,54289,0.003255899030546918,0.007435491589060257,0.008104772605868593,2.4719101123595504,2.489257968330539
